isoform	structural_category	filter_reason
PB.88833.2	incomplete-splice_match	FSM_class: C; subcategory: intron_retention
PB.88834.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.88837.1	incomplete-splice_match	FSM_class: C; subcategory: intron_retention
PB.88838.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.88841.1	novel_not_in_catalog	all_canonical: non_canonical
PB.88841.2	novel_in_catalog	diff_to_gene_TTS: -936.0 < -50
PB.88841.3	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.88844.1	intergenic	exons: 1 < 2; perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.88851.1	novel_not_in_catalog	all_canonical: non_canonical; RTS_stage: True
PB.88853.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 90.0 > 59; all_canonical: non_canonical; RTS_stage: True
PB.88856.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.88857.1	novel_not_in_catalog	RTS_stage: True
PB.88857.2	incomplete-splice_match	subcategory: 5prime_fragment
PB.88859.1	novel_in_catalog	diff_to_gene_TTS: 2204.0 > 50
PB.88860.1	novel_not_in_catalog	RTS_stage: True
PB.88861.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.88862.1	novel_in_catalog	diff_to_gene_TTS: -134379.0 < -50
PB.88862.3	genic_intron	perc_A_downstream_TTS: 75.0 > 59; exons: 1 < 2; all_canonical: nan
PB.88864.1	novel_in_catalog	diff_to_gene_TTS: -2957.0 < -50
PB.88866.1	novel_in_catalog	diff_to_gene_TTS: -1648.0 < -50; all_canonical: nan
PB.88867.3	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.88869.1	incomplete-splice_match	subcategory: 3prime_fragment
PB.88870.1	full-splice_match	diff_to_gene_TSS: -313.0 < 0
PB.96068.1	antisense	perc_A_downstream_TTS: 80.0 > 59
PB.96069.2	incomplete-splice_match	length: 725 < 2001; FSM_class: C; subcategory: 5prime_fragment
PB.96069.3	fusion	coding: non_coding
PB.96069.4	full-splice_match	perc_A_downstream_TTS: 90.0 > 59; diff_to_gene_TSS: -157.0 < 0
PB.96070.1	incomplete-splice_match	FSM_class: C; length: 931 < 2001; subcategory: 3prime_fragment
PB.96071.1	incomplete-splice_match	length: 954 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.96075.1	genic	coding: non_coding; exons: 1 < 2; all_canonical: nan
PB.96076.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 913 < 2001
PB.96077.1	full-splice_match	diff_to_gene_TSS: 209.0 > 50
PB.96080.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 913 < 2001
PB.96081.1	novel_not_in_catalog	coding: non_coding; all_canonical: non_canonical
PB.96083.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 968 < 2001
PB.96085.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 860 < 2001; all_canonical: nan
PB.96086.2	novel_not_in_catalog	coding: non_coding; all_canonical: non_canonical
PB.96086.4	novel_not_in_catalog	all_canonical: non_canonical; RTS_stage: True
PB.96086.5	novel_not_in_catalog	all_canonical: non_canonical
PB.96086.6	novel_not_in_catalog	all_canonical: non_canonical
PB.96086.7	novel_not_in_catalog	all_canonical: non_canonical
PB.96087.1	incomplete-splice_match	FSM_class: C; length: 790 < 2001; subcategory: 3prime_fragment
PB.96089.1	genic	coding: non_coding; perc_A_downstream_TTS: 95.0 > 59; exons: 1 < 2; all_canonical: nan
PB.96090.1	novel_in_catalog	diff_to_gene_TSS: 145.0 > 50
PB.96091.1	incomplete-splice_match	FSM_class: C; length: 800 < 2001; subcategory: 3prime_fragment
PB.96092.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 95.0 > 59; exons: 1 < 2; all_canonical: nan
PB.96093.2	novel_not_in_catalog	all_canonical: non_canonical
PB.96093.3	novel_in_catalog	diff_to_gene_TTS: -3228.0 < -50
PB.96096.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 958 < 2001; all_canonical: nan
PB.96097.1	incomplete-splice_match	length: 877 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.96098.1	incomplete-splice_match	length: 1583 < 2001; subcategory: mono-exon; all_canonical: nan
PB.96099.1	incomplete-splice_match	subcategory: mono-exon; length: 790 < 2001; all_canonical: nan
PB.96100.1	incomplete-splice_match	length: 787 < 2001; FSM_class: A; subcategory: 3prime_fragment
PB.96101.1	full-splice_match	perc_A_downstream_TTS: 80.0 > 59
PB.96102.1	incomplete-splice_match	length: 775 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.96105.1	genic	exons: 1 < 2; all_canonical: nan
PB.96105.2	incomplete-splice_match	FSM_class: C; length: 952 < 2001; subcategory: 3prime_fragment
PB.96106.1	novel_not_in_catalog	coding: non_coding
PB.96106.3	incomplete-splice_match	length: 940 < 2001; subcategory: intron_retention
PB.96108.1	incomplete-splice_match	length: 851 < 2001; FSM_class: C; subcategory: mono-exon; all_canonical: nan
PB.96109.1	incomplete-splice_match	FSM_class: A; length: 800 < 2001; subcategory: 3prime_fragment
PB.96110.1	novel_in_catalog	diff_to_gene_TTS: -1918.0 < -50
PB.96111.1	incomplete-splice_match	FSM_class: C; length: 856 < 2001; subcategory: 3prime_fragment
PB.96112.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: A; length: 858 < 2001; all_canonical: nan
PB.96113.1	incomplete-splice_match	subcategory: mono-exon; length: 951 < 2001; FSM_class: C; all_canonical: nan
PB.96115.3	novel_in_catalog	diff_to_gene_TTS: -463.0 < -50
PB.96119.1	intergenic	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.96121.2	novel_not_in_catalog	coding: non_coding
PB.96123.2	full-splice_match	perc_A_downstream_TTS: 80.0 > 59
PB.96123.4	novel_not_in_catalog	coding: non_coding; perc_A_downstream_TTS: 80.0 > 59
PB.96126.1	incomplete-splice_match	length: 954 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.96128.1	incomplete-splice_match	length: 927 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.96129.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 879 < 2001; all_canonical: nan
PB.96132.1	incomplete-splice_match	length: 757 < 2001; FSM_class: C; subcategory: 5prime_fragment
PB.96133.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 907 < 2001; all_canonical: nan
PB.96135.2	novel_not_in_catalog	all_canonical: non_canonical
PB.96136.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 875 < 2001; all_canonical: nan
PB.96137.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 843 < 2001; all_canonical: nan
PB.96142.1	incomplete-splice_match	FSM_class: C; length: 771 < 2001; subcategory: 3prime_fragment
PB.96144.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 918 < 2001; all_canonical: nan
PB.96145.1	incomplete-splice_match	FSM_class: C; length: 936 < 2001; subcategory: 3prime_fragment
PB.96146.1	incomplete-splice_match	FSM_class: C; length: 967 < 2001; subcategory: 3prime_fragment
PB.96147.1	genic	perc_A_downstream_TTS: 80.0 > 59; exons: 1 < 2; all_canonical: nan
PB.96151.1	incomplete-splice_match	FSM_class: C; length: 952 < 2001; subcategory: 3prime_fragment
PB.96152.1	incomplete-splice_match	length: 951 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.96154.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 1295 < 2001; all_canonical: nan
PB.96155.1	genic_intron	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.96156.1	novel_not_in_catalog	all_canonical: non_canonical
PB.96156.3	novel_not_in_catalog	coding: non_coding; all_canonical: non_canonical
PB.96156.4	full-splice_match	diff_to_gene_TSS: -2.0 < 0
PB.96156.5	novel_in_catalog	diff_to_gene_TTS: 197.0 > 50
PB.96157.1	incomplete-splice_match	length: 939 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.96160.1	incomplete-splice_match	length: 873 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.96162.1	incomplete-splice_match	FSM_class: C; length: 944 < 2001; subcategory: 3prime_fragment
PB.96168.1	genic	coding: non_coding; perc_A_downstream_TTS: 95.0 > 59; exons: 1 < 2; all_canonical: nan
PB.96169.1	incomplete-splice_match	FSM_class: C; length: 928 < 2001; subcategory: 3prime_fragment
PB.96171.1	incomplete-splice_match	FSM_class: C; length: 859 < 2001; subcategory: 3prime_fragment
PB.96173.1	genic	coding: non_coding; exons: 1 < 2; all_canonical: nan
PB.96174.1	incomplete-splice_match	FSM_class: A; subcategory: 3prime_fragment; length: 889 < 2001
PB.96177.1	incomplete-splice_match	FSM_class: C; length: 957 < 2001; subcategory: 3prime_fragment
PB.96180.1	incomplete-splice_match	FSM_class: C; length: 904 < 2001; subcategory: 3prime_fragment
PB.96181.1	novel_in_catalog	diff_to_gene_TTS: -1536.0 < -50
PB.96182.1	incomplete-splice_match	length: 777 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.96183.1	incomplete-splice_match	length: 823 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.96183.2	novel_not_in_catalog	all_canonical: non_canonical
PB.96183.4	novel_not_in_catalog	all_canonical: non_canonical
PB.96184.1	novel_not_in_catalog	RTS_stage: True
PB.96187.1	intergenic	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.96189.1	genic	coding: non_coding; exons: 1 < 2; all_canonical: nan
PB.96191.1	novel_not_in_catalog	coding: non_coding; perc_A_downstream_TTS: 90.0 > 59
PB.96192.1	incomplete-splice_match	FSM_class: C; length: 881 < 2001; subcategory: 3prime_fragment
PB.96194.1	genic	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.96195.1	incomplete-splice_match	length: 927 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.96196.3	full-splice_match	diff_to_gene_TSS: -1.0 < 0
PB.96197.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 924 < 2001; all_canonical: nan
PB.96198.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 85.0 > 59; exons: 1 < 2; all_canonical: nan
PB.96200.4	incomplete-splice_match	length: 840 < 2001; FSM_class: C; subcategory: 5prime_fragment
PB.96202.1	novel_not_in_catalog	all_canonical: non_canonical; RTS_stage: True
PB.96203.1	intergenic	coding: non_coding; perc_A_downstream_TTS: 95.0 > 59; exons: 1 < 2; all_canonical: nan
PB.96204.1	incomplete-splice_match	subcategory: mono-exon; length: 793 < 2001; FSM_class: C; all_canonical: nan
PB.96205.2	full-splice_match	diff_to_gene_TSS: -12.0 < 0
PB.96207.1	novel_not_in_catalog	coding: non_coding
PB.96207.2	novel_not_in_catalog	coding: non_coding
PB.96210.1	novel_in_catalog	diff_to_gene_TSS: -926.0 < -50
PB.96212.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 784 < 2001; all_canonical: nan
PB.96213.1	novel_in_catalog	diff_to_gene_TTS: -22182.0 < -50; diff_to_gene_TSS: -55.0 < -50
PB.96219.1	incomplete-splice_match	length: 792 < 2001; subcategory: 3prime_fragment
PB.96220.1	incomplete-splice_match	FSM_class: C; length: 919 < 2001; subcategory: 3prime_fragment
PB.96221.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 874 < 2001
PB.96222.1	intergenic	coding: non_coding; perc_A_downstream_TTS: 85.0 > 59; exons: 1 < 2; all_canonical: nan
PB.96223.1	novel_not_in_catalog	RTS_stage: True
PB.96225.1	fusion	coding: non_coding
PB.96226.1	incomplete-splice_match	FSM_class: C; length: 881 < 2001; subcategory: 3prime_fragment
PB.103684.1	fusion	coding: non_coding
PB.103684.2	fusion	coding: non_coding
PB.103686.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 85.0 > 59; exons: 1 < 2; all_canonical: nan
PB.103687.1	incomplete-splice_match	length: 637 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.103688.1	incomplete-splice_match	FSM_class: C; length: 659 < 2001; subcategory: 5prime_fragment
PB.103689.2	full-splice_match	diff_to_gene_TSS: -4.0 < 0
PB.103690.1	incomplete-splice_match	length: 680 < 2001; subcategory: 3prime_fragment
PB.103690.2	incomplete-splice_match	subcategory: intron_retention; length: 740 < 2001
PB.103694.1	incomplete-splice_match	FSM_class: C; length: 717 < 2001; subcategory: 3prime_fragment
PB.103695.1	incomplete-splice_match	length: 664 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.103696.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 95.0 > 59; exons: 1 < 2; all_canonical: nan
PB.103697.1	incomplete-splice_match	FSM_class: C; length: 697 < 2001; subcategory: 3prime_fragment
PB.103698.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 642 < 2001; all_canonical: nan
PB.103699.1	incomplete-splice_match	FSM_class: C; length: 733 < 2001; subcategory: 3prime_fragment
PB.103700.1	incomplete-splice_match	FSM_class: C; length: 684 < 2001; subcategory: 3prime_fragment
PB.103701.1	incomplete-splice_match	subcategory: mono-exon; length: 639 < 2001; FSM_class: C; all_canonical: nan
PB.103702.1	incomplete-splice_match	FSM_class: C; length: 614 < 2001; subcategory: 3prime_fragment
PB.103703.1	incomplete-splice_match	subcategory: mono-exon; length: 720 < 2001; FSM_class: C; all_canonical: nan
PB.103704.1	incomplete-splice_match	length: 666 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.103704.2	novel_in_catalog	diff_to_gene_TSS: -393.0 < -50
PB.103705.1	genic	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.103706.2	incomplete-splice_match	FSM_class: C; length: 601 < 2001; subcategory: 3prime_fragment
PB.103707.1	novel_not_in_catalog	coding: non_coding
PB.103709.1	novel_not_in_catalog	all_canonical: non_canonical
PB.103710.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 614 < 2001; all_canonical: nan
PB.103711.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 657 < 2001; all_canonical: nan
PB.103712.1	incomplete-splice_match	length: 603 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.103713.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 727 < 2001; all_canonical: nan
PB.103714.1	genic	coding: non_coding; exons: 1 < 2; all_canonical: nan
PB.103717.1	full-splice_match	diff_to_gene_TSS: -3262.0 < 0
PB.103721.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 718 < 2001; all_canonical: nan
PB.103722.1	full-splice_match	diff_to_gene_TSS: -140.0 < 0
PB.103723.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 642 < 2001; all_canonical: nan
PB.103724.1	incomplete-splice_match	length: 725 < 2001; FSM_class: C; subcategory: 5prime_fragment
PB.103725.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 691 < 2001
PB.103726.1	incomplete-splice_match	FSM_class: C; length: 567 < 2001; subcategory: 3prime_fragment
PB.103728.1	novel_not_in_catalog	coding: non_coding
PB.103728.2	novel_not_in_catalog	coding: non_coding
PB.103729.1	incomplete-splice_match	length: 687 < 2001; FSM_class: C; subcategory: 5prime_fragment
PB.103730.1	novel_in_catalog	diff_to_gene_TTS: -11477.0 < -50
PB.103731.1	incomplete-splice_match	subcategory: mono-exon; length: 720 < 2001; FSM_class: C; all_canonical: nan
PB.103732.1	incomplete-splice_match	FSM_class: C; length: 656 < 2001; subcategory: 5prime_fragment
PB.103733.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 95.0 > 59; exons: 1 < 2; all_canonical: nan
PB.103734.1	incomplete-splice_match	FSM_class: C; length: 638 < 2001; subcategory: 3prime_fragment
PB.103735.1	incomplete-splice_match	length: 883 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.103737.1	incomplete-splice_match	length: 762 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.103739.1	incomplete-splice_match	FSM_class: C; length: 727 < 2001; subcategory: 3prime_fragment
PB.103740.1	incomplete-splice_match	FSM_class: C; length: 613 < 2001; subcategory: 3prime_fragment
PB.103741.1	incomplete-splice_match	length: 694 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.103742.1	incomplete-splice_match	FSM_class: C; length: 577 < 2001; subcategory: 3prime_fragment
PB.103743.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 731 < 2001; all_canonical: nan
PB.103744.1	full-splice_match	diff_to_gene_TSS: -31.0 < 0
PB.103745.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 591 < 2001; all_canonical: nan
PB.103746.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 710 < 2001
PB.103747.1	antisense	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.103748.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 95.0 > 59; exons: 1 < 2; all_canonical: nan
PB.103752.1	incomplete-splice_match	FSM_class: C; length: 658 < 2001; subcategory: 3prime_fragment
PB.103753.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 612 < 2001; all_canonical: nan
PB.103754.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 598 < 2001; all_canonical: nan
PB.103756.1	genic_intron	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 70.0 > 59; all_canonical: nan
PB.103758.1	incomplete-splice_match	length: 619 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.103759.1	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment; length: 712 < 2001
PB.103760.1	incomplete-splice_match	FSM_class: C; length: 598 < 2001; subcategory: 3prime_fragment
PB.103762.1	full-splice_match	diff_to_gene_TSS: -1200.0 < 0
PB.103763.2	genic_intron	coding: non_coding; perc_A_downstream_TTS: 80.0 > 59; exons: 1 < 2; all_canonical: nan
PB.103764.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 85.0 > 59; exons: 1 < 2; all_canonical: nan
PB.103766.1	incomplete-splice_match	subcategory: mono-exon; length: 671 < 2001; FSM_class: A; all_canonical: nan
PB.103767.1	novel_not_in_catalog	coding: non_coding
PB.103769.1	full-splice_match	diff_to_gene_TSS: -1476.0 < 0
PB.103770.1	incomplete-splice_match	length: 564 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.103773.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 85.0 > 59; exons: 1 < 2; all_canonical: nan
PB.103774.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 636 < 2001; all_canonical: nan
PB.103775.1	incomplete-splice_match	length: 553 < 2001; FSM_class: C; subcategory: mono-exon; all_canonical: nan
PB.103778.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 677 < 2001; all_canonical: nan
PB.103779.1	incomplete-splice_match	FSM_class: C; length: 748 < 2001; subcategory: 3prime_fragment
PB.103781.1	antisense	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.103782.1	incomplete-splice_match	FSM_class: C; length: 624 < 2001; subcategory: 3prime_fragment
PB.103783.1	intergenic	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.103784.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 681 < 2001
PB.103784.3	novel_not_in_catalog	coding: non_coding; all_canonical: non_canonical
PB.103785.1	genic	coding: non_coding; exons: 1 < 2; all_canonical: nan
PB.103786.1	incomplete-splice_match	length: 757 < 2001; FSM_class: C; subcategory: mono-exon; all_canonical: nan
PB.103787.2	incomplete-splice_match	length: 676 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.103789.1	incomplete-splice_match	FSM_class: C; length: 530 < 2001; subcategory: 3prime_fragment
PB.103790.1	incomplete-splice_match	length: 616 < 2001; FSM_class: C; subcategory: mono-exon; all_canonical: nan
PB.103792.1	incomplete-splice_match	FSM_class: C; length: 680 < 2001; subcategory: 3prime_fragment
PB.103793.1	novel_not_in_catalog	coding: non_coding
PB.103793.2	full-splice_match	diff_to_gene_TSS: -12.0 < 0
PB.103794.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 697 < 2001; all_canonical: nan
PB.103795.1	novel_not_in_catalog	all_canonical: non_canonical
PB.103795.2	novel_not_in_catalog	all_canonical: non_canonical
PB.103796.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 647 < 2001
PB.103797.1	incomplete-splice_match	length: 639 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.103798.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 705 < 2001
PB.103799.3	full-splice_match	diff_to_gene_TSS: -179.0 < 0
PB.103800.1	genic	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.103802.1	novel_not_in_catalog	perc_A_downstream_TTS: 65.0 > 59; all_canonical: non_canonical; RTS_stage: True
PB.103802.2	incomplete-splice_match	length: 708 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.103803.1	intergenic	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.103804.2	novel_not_in_catalog	coding: non_coding; RTS_stage: True
PB.103805.1	novel_not_in_catalog	coding: non_coding; perc_A_downstream_TTS: 80.0 > 59
PB.103806.1	incomplete-splice_match	FSM_class: C; length: 617 < 2001; subcategory: 3prime_fragment
PB.103808.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 758 < 2001; all_canonical: nan
PB.103810.1	incomplete-splice_match	FSM_class: C; length: 730 < 2001; subcategory: 3prime_fragment
PB.103811.1	novel_not_in_catalog	all_canonical: non_canonical
PB.103811.2	full-splice_match	diff_to_gene_TSS: -3.0 < 0
PB.103813.1	incomplete-splice_match	FSM_class: C; length: 695 < 2001; subcategory: 3prime_fragment
PB.103815.1	incomplete-splice_match	subcategory: mono-exon; length: 744 < 2001; all_canonical: nan
PB.103816.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 599 < 2001; all_canonical: nan
PB.103818.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 735 < 2001
PB.103819.1	incomplete-splice_match	FSM_class: C; length: 730 < 2001; subcategory: 3prime_fragment
PB.103820.1	full-splice_match	diff_to_gene_TSS: 204.0 > 50
PB.103825.1	genic	coding: non_coding; all_canonical: nan; exons: 1 < 2; perc_A_downstream_TTS: 65.0 > 59
PB.103826.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 85.0 > 59; exons: 1 < 2; all_canonical: nan
PB.103828.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 751 < 2001; all_canonical: nan
PB.103829.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 573 < 2001; all_canonical: nan
PB.103830.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 654 < 2001; all_canonical: nan
PB.103831.1	incomplete-splice_match	length: 635 < 2001; subcategory: 3prime_fragment
PB.103833.1	incomplete-splice_match	subcategory: 3prime_fragment; length: 706 < 2001
PB.103835.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 85.0 > 59; exons: 1 < 2; all_canonical: nan
PB.103836.1	incomplete-splice_match	length: 703 < 2001; subcategory: 3prime_fragment
PB.103837.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 697 < 2001; all_canonical: nan
PB.103838.1	incomplete-splice_match	length: 626 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.103838.2	novel_in_catalog	diff_to_gene_TSS: -14273.0 < -50
PB.103839.1	incomplete-splice_match	subcategory: mono-exon; length: 699 < 2001; FSM_class: C; all_canonical: nan
PB.103840.1	incomplete-splice_match	FSM_class: C; length: 617 < 2001; subcategory: intron_retention
PB.111548.1	genic_intron	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.111549.1	incomplete-splice_match	FSM_class: C; length: 481 < 2001; subcategory: 5prime_fragment
PB.111549.2	incomplete-splice_match	length: 425 < 2001; FSM_class: C; subcategory: 5prime_fragment
PB.111550.1	antisense	coding: non_coding; perc_A_downstream_TTS: 95.0 > 59; exons: 1 < 2; all_canonical: nan
PB.111551.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 570 < 2001; all_canonical: nan
PB.111552.1	incomplete-splice_match	FSM_class: C; length: 522 < 2001; subcategory: 3prime_fragment
PB.111552.2	full-splice_match	diff_to_gene_TSS: -2130.0 < 0
PB.111553.1	novel_not_in_catalog	coding: non_coding
PB.111554.1	genic_intron	coding: non_coding; exons: 1 < 2; all_canonical: nan
PB.111558.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 364 < 2001; all_canonical: nan
PB.111559.1	incomplete-splice_match	FSM_class: C; length: 366 < 2001; subcategory: 3prime_fragment
PB.111562.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 469 < 2001; all_canonical: nan
PB.111564.1	genic	coding: non_coding; exons: 1 < 2; all_canonical: nan
PB.111564.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 384 < 2001
PB.111565.1	genic_intron	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.111566.1	incomplete-splice_match	length: 517 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.111567.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 534 < 2001
PB.111568.1	incomplete-splice_match	length: 508 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.111570.1	incomplete-splice_match	length: 536 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.111571.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 85.0 > 59; exons: 1 < 2; all_canonical: nan
PB.111572.1	genic_intron	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.111573.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 630 < 2001; all_canonical: nan
PB.111574.1	novel_not_in_catalog	perc_A_downstream_TTS: 80.0 > 59
PB.111575.1	incomplete-splice_match	subcategory: mono-exon; length: 536 < 2001; FSM_class: C; all_canonical: nan
PB.111576.1	genic	coding: non_coding; perc_A_downstream_TTS: 95.0 > 59; exons: 1 < 2; all_canonical: nan
PB.111577.1	incomplete-splice_match	length: 466 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.111580.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 80.0 > 59; exons: 1 < 2; all_canonical: nan
PB.111581.1	antisense	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.111582.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; length: 527 < 2001; all_canonical: nan
PB.111583.1	full-splice_match	diff_to_gene_TSS: -5.0 < 0
PB.111584.2	incomplete-splice_match	length: 356 < 2001; subcategory: 3prime_fragment
PB.111586.1	intergenic	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.111587.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 85.0 > 59; exons: 1 < 2; all_canonical: nan
PB.111589.1	genic_intron	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.111590.1	full-splice_match	diff_to_gene_TSS: 118.0 > 50
