isoform	structural_category	filter_reason
PB.96183.4	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.96187.1	intergenic	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 100.0 > 59
PB.96189.1	genic	coding: non_coding; exons: 1 < 2; all_canonical: nan
PB.96191.1	novel_not_in_catalog	coding: non_coding; min_cov: 0.0 < 10; perc_A_downstream_TTS: 90.0 > 59
PB.96192.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5; length: 881 < 2001
PB.96194.1	genic	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 100.0 > 59
PB.96195.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 927 < 2001; ratio_exp: 6.402785285327844e-10 < 0.5
PB.96197.1	incomplete-splice_match	all_canonical: nan; FSM_class: C; ratio_exp: 0.3326748794761485 < 0.5; subcategory: mono-exon; length: 924 < 2001
PB.96198.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 85.0 > 59; exons: 1 < 2; all_canonical: nan
PB.96200.4	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment; ratio_exp: 0.0615973165969987 < 0.5; length: 840 < 2001
PB.96202.1	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.96203.1	intergenic	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 95.0 > 59
PB.96204.1	incomplete-splice_match	all_canonical: nan; FSM_class: C; length: 793 < 2001; subcategory: mono-exon; ratio_exp: 0.0895662166201583 < 0.5
PB.96207.1	novel_not_in_catalog	coding: non_coding; min_cov: 0.0 < 10
PB.96207.2	novel_not_in_catalog	coding: non_coding; min_cov: 0.0 < 10
PB.96210.1	novel_in_catalog	min_cov: 0.0 < 10; diff_to_gene_TSS: -926.0 < -50
PB.96212.1	incomplete-splice_match	length: 784 < 2001; all_canonical: nan; FSM_class: C; ratio_exp: 0.0211571074316598 < 0.5; subcategory: mono-exon
PB.96213.1	novel_in_catalog	diff_to_gene_TSS: -55.0 < -50; min_cov: 0.0 < 10; diff_to_gene_TTS: -22182.0 < -50
PB.96219.1	incomplete-splice_match	length: 792 < 2001; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5
PB.96220.1	incomplete-splice_match	FSM_class: C; length: 919 < 2001; subcategory: 3prime_fragment; ratio_exp: 0.0615107086246065 < 0.5
PB.96221.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5; length: 874 < 2001
PB.96222.1	intergenic	coding: non_coding; perc_A_downstream_TTS: 85.0 > 59; exons: 1 < 2; all_canonical: nan
PB.96225.1	fusion	coding: non_coding; min_cov: 0.0 < 10
PB.96226.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5; length: 881 < 2001
PB.103684.1	fusion	coding: non_coding; min_cov: 0.0 < 10
PB.103684.2	fusion	coding: non_coding; min_cov: 0.0 < 10
PB.103686.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 85.0 > 59; exons: 1 < 2; all_canonical: nan
PB.103687.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 637 < 2001; ratio_exp: 0.3705589833392485 < 0.5
PB.103688.1	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment; ratio_exp: 0.0 < 0.5; length: 659 < 2001
PB.103690.2	incomplete-splice_match	length: 740 < 2001; subcategory: intron_retention; ratio_exp: 0.0 < 0.5
PB.103694.1	incomplete-splice_match	FSM_class: C; length: 717 < 2001; ratio_exp: 0.0580351469984011 < 0.5; subcategory: 3prime_fragment
PB.103695.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 664 < 2001; ratio_exp: 0.071416036887454 < 0.5
PB.103696.1	genic_intron	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 95.0 > 59
PB.103697.1	incomplete-splice_match	FSM_class: C; length: 697 < 2001; subcategory: 3prime_fragment; ratio_exp: 0.0114138634852327 < 0.5
PB.103698.1	incomplete-splice_match	length: 642 < 2001; all_canonical: nan; FSM_class: C; ratio_exp: 0.1086795122362964 < 0.5; subcategory: mono-exon
PB.103699.1	incomplete-splice_match	FSM_class: C; length: 733 < 2001; subcategory: 3prime_fragment; ratio_exp: 0.0739544167654912 < 0.5
PB.103700.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 684 < 2001
PB.103701.1	incomplete-splice_match	ratio_exp: 0.0903057957416627 < 0.5; all_canonical: nan; FSM_class: C; length: 639 < 2001; subcategory: mono-exon
PB.103702.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.2224778102069943 < 0.5; length: 614 < 2001
PB.103703.1	incomplete-splice_match	length: 720 < 2001; all_canonical: nan; FSM_class: C; subcategory: mono-exon; ratio_exp: 0.1949037981163786 < 0.5
PB.103704.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 666 < 2001; ratio_exp: 0.0 < 0.5
PB.103704.2	novel_in_catalog	min_cov: 0.0 < 10; within_CAGE_peak: False < True; diff_to_gene_TSS: -393.0 < -50
PB.103705.1	genic	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 90.0 > 59
PB.103706.2	incomplete-splice_match	FSM_class: C; length: 601 < 2001; ratio_exp: 0.1870171046419833 < 0.5; subcategory: 3prime_fragment
PB.103707.1	novel_not_in_catalog	coding: non_coding; min_cov: 1.0 < 10
PB.103709.1	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.103710.1	incomplete-splice_match	all_canonical: nan; FSM_class: C; ratio_exp: 0.1122523693484921 < 0.5; length: 614 < 2001; subcategory: mono-exon
PB.103711.1	incomplete-splice_match	FSM_class: C; length: 657 < 2001; subcategory: mono-exon; all_canonical: nan
PB.103712.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 603 < 2001; ratio_exp: 0.4287154944045417 < 0.5
PB.103713.1	incomplete-splice_match	length: 727 < 2001; all_canonical: nan; FSM_class: C; ratio_exp: 0.0058241757362274 < 0.5; subcategory: mono-exon
PB.103714.1	genic	coding: non_coding; exons: 1 < 2; all_canonical: nan
PB.103717.1	full-splice_match	diff_to_gene_TSS: -3262.0 < -50
PB.103721.1	incomplete-splice_match	length: 718 < 2001; all_canonical: nan; FSM_class: C; ratio_exp: 5.010168357859054e-06 < 0.5; subcategory: mono-exon
PB.103722.1	full-splice_match	diff_to_gene_TSS: -140.0 < -50; dist_to_CAGE_peak: -354.0 < -50
PB.103723.1	incomplete-splice_match	length: 642 < 2001; all_canonical: nan; FSM_class: C; ratio_exp: 0.090672281197019 < 0.5; subcategory: mono-exon
PB.103724.1	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment; ratio_exp: 0.0 < 0.5; length: 725 < 2001
PB.103725.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 691 < 2001
PB.103726.1	incomplete-splice_match	FSM_class: C; length: 567 < 2001; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5
PB.103728.1	novel_not_in_catalog	coding: non_coding; min_cov: 5.0 < 10
PB.103728.2	novel_not_in_catalog	coding: non_coding; min_cov: 0.0 < 10
PB.103729.1	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment; length: 687 < 2001; ratio_exp: 0.2941653480313551 < 0.5
PB.103730.1	novel_in_catalog	diff_to_gene_TTS: -11477.0 < -50; min_cov: 3.0 < 10
PB.103731.1	incomplete-splice_match	length: 720 < 2001; all_canonical: nan; FSM_class: C; ratio_exp: 0.0111812740937979 < 0.5; subcategory: mono-exon
PB.103732.1	incomplete-splice_match	FSM_class: C; length: 656 < 2001; subcategory: 5prime_fragment; ratio_exp: 0.0241415888797446 < 0.5
PB.103733.1	genic_intron	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 95.0 > 59
PB.103734.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0466752143445051 < 0.5; length: 638 < 2001
PB.103735.1	incomplete-splice_match	FSM_class: C; length: 883 < 2001; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5
PB.103737.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 762 < 2001; ratio_exp: 0.0 < 0.5
PB.103739.1	incomplete-splice_match	FSM_class: C; length: 727 < 2001; ratio_exp: 0.1296978967547525 < 0.5; subcategory: 3prime_fragment
PB.103740.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 613 < 2001; ratio_exp: 0.0254904017219894 < 0.5
PB.103741.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5; length: 694 < 2001
PB.103742.1	incomplete-splice_match	FSM_class: C; length: 577 < 2001; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5
PB.103743.1	incomplete-splice_match	length: 731 < 2001; all_canonical: nan; FSM_class: C; ratio_exp: 0.216105033811864 < 0.5; subcategory: mono-exon
PB.103745.1	incomplete-splice_match	all_canonical: nan; length: 591 < 2001; FSM_class: C; ratio_exp: 0.1714952549668488 < 0.5; subcategory: mono-exon
PB.103746.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0236313975123295 < 0.5; length: 710 < 2001
PB.103747.1	antisense	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 90.0 > 59
PB.103748.1	genic_intron	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 95.0 > 59
PB.103752.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5; length: 658 < 2001
PB.103753.1	incomplete-splice_match	all_canonical: nan; FSM_class: C; subcategory: mono-exon; ratio_exp: 0.0097024076527358 < 0.5; length: 612 < 2001
PB.103754.1	incomplete-splice_match	all_canonical: nan; FSM_class: C; ratio_exp: 0.3238145029446612 < 0.5; subcategory: mono-exon; length: 598 < 2001
PB.103756.1	genic_intron	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 70.0 > 59; all_canonical: nan
PB.103758.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 619 < 2001; ratio_exp: 0.0 < 0.5
PB.103759.1	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment; length: 712 < 2001; ratio_exp: 0.0124846181799686 < 0.5
PB.103760.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 598 < 2001; ratio_exp: 0.2692316052260698 < 0.5
PB.103762.1	full-splice_match	dist_to_CAGE_peak: -1198.0 < -50; diff_to_gene_TSS: -1200.0 < -50
PB.103763.2	genic_intron	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 80.0 > 59
PB.103764.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 85.0 > 59; exons: 1 < 2; all_canonical: nan
PB.103766.1	incomplete-splice_match	length: 671 < 2001; subcategory: mono-exon; all_canonical: nan; FSM_class: A
PB.103767.1	novel_not_in_catalog	coding: non_coding
PB.103769.1	full-splice_match	diff_to_gene_TSS: -1476.0 < -50; dist_to_CAGE_peak: -301.0 < -50
PB.103770.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0893090313511687 < 0.5; length: 564 < 2001
PB.103773.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 85.0 > 59; exons: 1 < 2; all_canonical: nan
PB.103774.1	incomplete-splice_match	all_canonical: nan; FSM_class: C; length: 636 < 2001; ratio_exp: 0.2736050314451668 < 0.5; subcategory: mono-exon
PB.103775.1	incomplete-splice_match	all_canonical: nan; FSM_class: C; length: 553 < 2001; ratio_exp: 0.0 < 0.5; subcategory: mono-exon
PB.103778.1	incomplete-splice_match	FSM_class: C; subcategory: mono-exon; all_canonical: nan; length: 677 < 2001
PB.103779.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.1842656151075938 < 0.5; length: 748 < 2001
PB.103781.1	antisense	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 90.0 > 59
PB.103782.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 624 < 2001; ratio_exp: 0.1454533851622302 < 0.5
PB.103783.1	intergenic	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 90.0 > 59
PB.103784.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 681 < 2001; ratio_exp: 0.2186520854880652 < 0.5
PB.103784.3	novel_not_in_catalog	coding: non_coding; min_cov: 0.0 < 10; all_canonical: non_canonical
PB.103785.1	genic	coding: non_coding; exons: 1 < 2; all_canonical: nan
PB.103786.1	incomplete-splice_match	all_canonical: nan; FSM_class: C; length: 757 < 2001; subcategory: mono-exon; ratio_exp: 0.1500262939884757 < 0.5
PB.103787.2	incomplete-splice_match	FSM_class: C; length: 676 < 2001; ratio_exp: 0.1444060096653822 < 0.5; subcategory: 3prime_fragment
PB.103789.1	incomplete-splice_match	FSM_class: C; length: 530 < 2001; subcategory: 3prime_fragment; ratio_exp: 0.0141550944428252 < 0.5
PB.103790.1	incomplete-splice_match	all_canonical: nan; length: 616 < 2001; FSM_class: C; ratio_exp: 0.032152649290985 < 0.5; subcategory: mono-exon
PB.103792.1	incomplete-splice_match	FSM_class: C; ratio_exp: 0.0358166573647584 < 0.5; subcategory: 3prime_fragment; length: 680 < 2001
PB.103793.1	novel_not_in_catalog	coding: non_coding; min_cov: 1.0 < 10
PB.103794.1	incomplete-splice_match	length: 697 < 2001; ratio_exp: 0.1258706878620209 < 0.5; all_canonical: nan; FSM_class: C; subcategory: mono-exon
PB.103795.1	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.103795.2	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.103796.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0699631579501534 < 0.5; length: 647 < 2001
PB.103797.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.4810363190382983 < 0.5; length: 639 < 2001
PB.103798.1	incomplete-splice_match	FSM_class: C; length: 705 < 2001; subcategory: 3prime_fragment; ratio_exp: 0.0903268256972902 < 0.5
PB.103799.3	full-splice_match	diff_to_gene_TSS: -179.0 < -50; dist_to_CAGE_peak: 8.0 > 0
PB.103800.1	genic	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 90.0 > 59
PB.103802.1	novel_not_in_catalog	all_canonical: non_canonical; min_cov: 0.0 < 10; perc_A_downstream_TTS: 65.0 > 59
PB.103802.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0504562324016711 < 0.5; length: 708 < 2001
PB.103803.1	intergenic	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 100.0 > 59
PB.103804.2	novel_not_in_catalog	coding: non_coding; min_cov: 2.0 < 10
PB.103805.1	novel_not_in_catalog	coding: non_coding; min_cov: 0.0 < 10; perc_A_downstream_TTS: 80.0 > 59
PB.103806.1	incomplete-splice_match	FSM_class: C; ratio_exp: 0.1090076062829874 < 0.5; subcategory: 3prime_fragment; length: 617 < 2001
PB.103808.1	incomplete-splice_match	all_canonical: nan; FSM_class: C; ratio_exp: 0.1204320869305568 < 0.5; length: 758 < 2001; subcategory: mono-exon
PB.103810.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.296271566801332 < 0.5; length: 730 < 2001
PB.103811.1	novel_not_in_catalog	min_cov: 0.0 < 10; all_canonical: non_canonical
PB.103813.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5; length: 695 < 2001
PB.103815.1	incomplete-splice_match	subcategory: mono-exon; length: 744 < 2001; ratio_exp: 0.1242232649788331 < 0.5; all_canonical: nan
PB.103816.1	incomplete-splice_match	all_canonical: nan; FSM_class: C; length: 599 < 2001; subcategory: mono-exon; ratio_exp: 0.2341490451767155 < 0.5
PB.103818.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 735 < 2001; ratio_exp: 0.1188892828050543 < 0.5
PB.103819.1	incomplete-splice_match	FSM_class: C; ratio_exp: 0.0008422253695695 < 0.5; subcategory: 3prime_fragment; length: 730 < 2001
PB.103820.1	full-splice_match	dist_to_CAGE_peak: -8245.0 < -50; diff_to_gene_TSS: 204.0 > 50
PB.103825.1	genic	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 65.0 > 59
PB.103826.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 85.0 > 59; exons: 1 < 2; all_canonical: nan
PB.103828.1	incomplete-splice_match	all_canonical: nan; FSM_class: C; ratio_exp: 0.0 < 0.5; length: 751 < 2001; subcategory: mono-exon
PB.103829.1	incomplete-splice_match	all_canonical: nan; ratio_exp: 0.2553512935785257 < 0.5; FSM_class: C; length: 573 < 2001; subcategory: mono-exon
PB.103830.1	incomplete-splice_match	ratio_exp: 0.1825730831653877 < 0.5; all_canonical: nan; FSM_class: C; length: 654 < 2001; subcategory: mono-exon
PB.103831.1	incomplete-splice_match	subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5; length: 635 < 2001
PB.103833.1	incomplete-splice_match	subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5; length: 706 < 2001
PB.103835.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 85.0 > 59; exons: 1 < 2; all_canonical: nan
PB.103836.1	incomplete-splice_match	subcategory: 3prime_fragment; length: 703 < 2001; ratio_exp: 0.0916313178177716 < 0.5
PB.103837.1	incomplete-splice_match	length: 697 < 2001; all_canonical: nan; FSM_class: C; subcategory: mono-exon; ratio_exp: 0.0007960656594141 < 0.5
PB.103838.1	incomplete-splice_match	FSM_class: C; length: 626 < 2001; ratio_exp: 0.0 < 0.5; subcategory: 3prime_fragment
PB.103838.2	novel_in_catalog	diff_to_gene_TSS: -14273.0 < -50; within_CAGE_peak: False < True
PB.103839.1	incomplete-splice_match	FSM_class: C; subcategory: mono-exon; length: 699 < 2001; all_canonical: nan
PB.103840.1	incomplete-splice_match	FSM_class: C; length: 617 < 2001; subcategory: intron_retention; ratio_exp: 0.0297510479384792 < 0.5
PB.111548.1	genic_intron	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 90.0 > 59
PB.111549.1	incomplete-splice_match	FSM_class: C; ratio_exp: 0.1347834913328471 < 0.5; subcategory: 5prime_fragment; length: 481 < 2001
PB.111549.2	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment; ratio_exp: 0.0796050427633127 < 0.5; length: 425 < 2001
PB.111550.1	antisense	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 95.0 > 59
PB.111551.1	incomplete-splice_match	all_canonical: nan; FSM_class: C; ratio_exp: 0.1907853831127566 < 0.5; length: 570 < 2001; subcategory: mono-exon
PB.111552.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 522 < 2001
PB.111552.2	full-splice_match	diff_to_gene_TSS: -2130.0 < -50; dist_to_CAGE_peak: -840.0 < -50
PB.111553.1	novel_not_in_catalog	coding: non_coding; min_cov: 0.0 < 10
PB.111554.1	genic_intron	coding: non_coding; exons: 1 < 2; all_canonical: nan
PB.111558.1	incomplete-splice_match	all_canonical: nan; FSM_class: C; ratio_exp: 0.0698084390101881 < 0.5; length: 364 < 2001; subcategory: mono-exon
PB.111559.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0154653579384058 < 0.5; length: 366 < 2001
PB.111562.1	incomplete-splice_match	all_canonical: nan; FSM_class: C; length: 469 < 2001; ratio_exp: 0.403416384702555 < 0.5; subcategory: mono-exon
PB.111564.1	genic	coding: non_coding; exons: 1 < 2; all_canonical: nan
PB.111564.2	incomplete-splice_match	FSM_class: C; ratio_exp: 0.2207547366579831 < 0.5; subcategory: 3prime_fragment; length: 384 < 2001
PB.111565.1	genic_intron	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 100.0 > 59
PB.111566.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0142119457623769 < 0.5; length: 517 < 2001
PB.111567.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.2478430040022296 < 0.5; length: 534 < 2001
PB.111568.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5; length: 508 < 2001
PB.111570.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 536 < 2001; ratio_exp: 0.0 < 0.5
PB.111571.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 85.0 > 59; exons: 1 < 2; all_canonical: nan
PB.111572.1	genic_intron	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 100.0 > 59
PB.111573.1	incomplete-splice_match	all_canonical: nan; FSM_class: C; ratio_exp: 0.0488748452991401 < 0.5; length: 630 < 2001; subcategory: mono-exon
PB.111574.1	novel_not_in_catalog	min_cov: 0.0 < 10; perc_A_downstream_TTS: 80.0 > 59
PB.111575.1	incomplete-splice_match	all_canonical: nan; FSM_class: C; ratio_exp: 0.0 < 0.5; length: 536 < 2001; subcategory: mono-exon
PB.111576.1	genic	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 95.0 > 59
PB.111577.1	incomplete-splice_match	FSM_class: C; ratio_exp: 0.0512327956191655 < 0.5; length: 466 < 2001; subcategory: 3prime_fragment
PB.111580.1	genic_intron	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 80.0 > 59
PB.111581.1	antisense	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 100.0 > 59
PB.111582.1	incomplete-splice_match	length: 527 < 2001; all_canonical: nan; FSM_class: C; subcategory: mono-exon; ratio_exp: 0.1266076323588741 < 0.5
PB.111586.1	intergenic	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 90.0 > 59
PB.111587.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 85.0 > 59; exons: 1 < 2; all_canonical: nan
PB.111589.1	genic_intron	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 90.0 > 59
PB.111590.1	full-splice_match	dist_to_CAGE_peak: 2.0 > 0; diff_to_gene_TSS: 118.0 > 50
PB.111591.1	incomplete-splice_match	FSM_class: C; ratio_exp: 0.0128818421266573 < 0.5; length: 496 < 2001; subcategory: 3prime_fragment
PB.111592.1	incomplete-splice_match	FSM_class: C; ratio_exp: 0.1911952864346936 < 0.5; subcategory: 3prime_fragment; length: 492 < 2001
PB.111594.1	novel_not_in_catalog	coding: non_coding; min_cov: 0.0 < 10
PB.111594.2	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment; ratio_exp: 0.2724183714150905 < 0.5; length: 519 < 2001
PB.111595.1	intergenic	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 95.0 > 59
PB.111596.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 636 < 2001; ratio_exp: 0.0 < 0.5
PB.111597.1	incomplete-splice_match	all_canonical: nan; FSM_class: C; ratio_exp: 0.1944435552026779 < 0.5; subcategory: mono-exon; length: 529 < 2001
PB.111598.1	intergenic	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 90.0 > 59
PB.111601.1	incomplete-splice_match	ratio_exp: 0.1881347913619252 < 0.5; subcategory: mono-exon; all_canonical: nan; length: 396 < 2001
PB.111603.1	incomplete-splice_match	length: 559 < 2001; all_canonical: nan; FSM_class: C; ratio_exp: 0.1084459021610433 < 0.5; subcategory: mono-exon
PB.111604.1	incomplete-splice_match	all_canonical: nan; FSM_class: C; ratio_exp: 0.1493423936287203 < 0.5; length: 549 < 2001; subcategory: mono-exon
PB.111605.1	incomplete-splice_match	length: 443 < 2001; all_canonical: nan; FSM_class: C; ratio_exp: 0.0034288443451779 < 0.5; subcategory: mono-exon
PB.111606.1	incomplete-splice_match	all_canonical: nan; FSM_class: C; ratio_exp: 0.0 < 0.5; length: 503 < 2001; subcategory: mono-exon
PB.111607.1	incomplete-splice_match	FSM_class: C; length: 394 < 2001; subcategory: mono-exon; all_canonical: nan
PB.111608.1	incomplete-splice_match	length: 476 < 2001; all_canonical: nan; FSM_class: C; ratio_exp: 0.0 < 0.5; subcategory: mono-exon
PB.111610.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; length: 485 < 2001; ratio_exp: 0.3103112199097746 < 0.5
PB.111611.1	incomplete-splice_match	FSM_class: C; length: 537 < 2001; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5
PB.111613.1	incomplete-splice_match	ratio_exp: 0.4044584945417753 < 0.5; subcategory: mono-exon; all_canonical: nan; length: 475 < 2001
PB.111617.1	incomplete-splice_match	all_canonical: nan; FSM_class: C; length: 548 < 2001; ratio_exp: 0.0303887989202349 < 0.5; subcategory: mono-exon
PB.111619.1	genic_intron	coding: non_coding; exons: 1 < 2; all_canonical: nan; perc_A_downstream_TTS: 90.0 > 59
PB.111620.1	incomplete-splice_match	subcategory: mono-exon; length: 538 < 2001; all_canonical: nan; ratio_exp: 0.0228982953930538 < 0.5
PB.111621.1	incomplete-splice_match	length: 541 < 2001; all_canonical: nan; FSM_class: C; ratio_exp: 0.1844876398577061 < 0.5; subcategory: mono-exon
PB.111622.1	novel_not_in_catalog	coding: non_coding; min_cov: 0.0 < 10; all_canonical: non_canonical
PB.111622.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment; ratio_exp: 0.0 < 0.5; length: 533 < 2001
PB.111623.1	genic	coding: non_coding; exons: 1 < 2; all_canonical: nan
PB.111627.1	incomplete-splice_match	FSM_class: C; length: 521 < 2001; subcategory: 3prime_fragment; ratio_exp: 0.1333801450276122 < 0.5
PB.111628.1	incomplete-splice_match	FSM_class: C; ratio_exp: 0.026336769842164 < 0.5; subcategory: 3prime_fragment; length: 489 < 2001
PB.111629.1	incomplete-splice_match	ratio_exp: 0.0822088359950332 < 0.5; all_canonical: nan; FSM_class: C; subcategory: mono-exon; length: 422 < 2001
PB.111630.1	incomplete-splice_match	all_canonical: nan; FSM_class: C; ratio_exp: 0.0443548232498278 < 0.5; length: 489 < 2001; subcategory: mono-exon
PB.111632.1	incomplete-splice_match	all_canonical: nan; FSM_class: C; length: 496 < 2001; subcategory: mono-exon; ratio_exp: 0.351276277415832 < 0.5
PB.111633.1	full-splice_match	dist_to_CAGE_peak: 1.0 > 0; diff_to_gene_TSS: -132.0 < -50
PB.111634.1	incomplete-splice_match	length: 460 < 2001; all_canonical: nan; FSM_class: C; ratio_exp: 0.3353740961318315 < 0.5; subcategory: mono-exon
PB.111638.2	full-splice_match	dist_to_CAGE_peak: -60.0 < -50; diff_to_gene_TSS: -55.0 < -50
PB.111639.1	incomplete-splice_match	all_canonical: nan; FSM_class: C; ratio_exp: 0.0 < 0.5; length: 500 < 2001; subcategory: mono-exon
PB.111642.1	incomplete-splice_match	all_canonical: nan; FSM_class: C; length: 510 < 2001; ratio_exp: 0.0092012249471342 < 0.5; subcategory: mono-exon
